순번	대학(원)	학과(부)	학년	이수구분	학수번호	교과목명	교과목명(영문)	담당교수	강의실	시간표	수업방법관리	Teaching Method	학점
1758	교양	교양	전학년	교양필수	0004323002	과학기술과인간의대화	Conversation between Scientific Technology and Human	정경숙	제12호관 컨벤션센터-303 계단강의실(소)[SM303]	 [SM303:목(야1)(야2)(야3)]	오프라인	offline class	3
1759	교양	교양	전학년	교양필수	0004325001	디지털기술과미래	Digital Technology and Future	김소희	제12호관 컨벤션센터-505 강의실(소)-2[SM505]	 [SM505:수(1-2A)(2B-3)]	오프라인	offline class	3
1760	교양	교양	전학년	교양필수	0004325002	디지털기술과미래	Digital Technology and Future	김기준	제12호관 컨벤션센터-108 계단강의실(소)-1[SM108]	" [SM108:월(2B-3),화(1-2A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
1761	교양	교양	전학년	교양필수	0004326001	융합기술의세계	The World of Convergence	김기준	제12호관 컨벤션센터-108 계단강의실(소)-1[SM108]	" [SM108:월(4-5A),수(1-2A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
1762	교양	교양	전학년	교양필수	0004329001	커뮤니케이션의이해	Understanding Communication	안호림	제12호관 컨벤션센터-303 계단강의실(소)[SM303]	 [SM303:월(2B-3)(4-5A)]	오프라인	offline class	3
1763	교양	교양	전학년	교양필수	0005063001	열린사회와다문화	Open Society and Multi-Culture	정선주	제12호관 컨벤션센터-305 스마트강의실2[SM305]	 [SM305:수(2B-3)(4-5A)]	오프라인	offline class	3
1764	교양	교양	전학년	교양필수	0005063002	열린사회와다문화	Open Society and Multi-Culture	정선주	제12호관 컨벤션센터-305 스마트강의실2[SM305]	 [SM305:수(7-8A)(8B-9)]	오프라인	offline class	3
1765	교양	교양	전학년	교양필수	0005064001	포르투갈어1	Basic Portuguese	이찬종	제12호관 컨벤션센터-505 강의실(소)-2[SM505]	 [SM505:월(1-2A)(2B-3)]	오프라인	offline class	3
1766	교양	교양	전학년	교양필수	0005064002	포르투갈어1	Basic Portuguese	이찬종	제12호관 컨벤션센터-505 강의실(소)-2[SM505]	 [SM505:월(4-5A)(5B-6)]	오프라인	offline class	3
1767	교양	교양	전학년	교양필수	0005066001	논리로보는세상	A Practical Introduction to Logic	송대현	제15호관 인문대학-211 토론식강의실1[SP211]	 [SP211:월(5B-6)(7-8A)]	오프라인	offline class	3
1768	교양	교양	전학년	교양필수	0005066002	논리로보는세상	A Practical Introduction to Logic	송대현	제15호관 인문대학-115 어학원강의실-2[SP115]	 [SP115:목(7-8A)(8B-9)]	오프라인	offline class	3
1769	교양	교양	전학년	교양필수	0005067001	노자리더십의현대적해석	A Current Interpretation of Leadership in Taoism	안성재	제12호관 컨벤션센터-105 하곡강의실[SM105]	" [SM105:화(4-5A),금(7-8A)]"	온라인(동영상+화상)	online class	3
1770	교양	교양	전학년	교양필수	0005068001	비판적사고력연습	A Practical Introduction to Critical Thinking	이영태	제12호관 컨벤션센터-404 영어랩실[SM404]	 [SM404:수(2B-3)(4-5A)]	오프라인	offline class	3
1771	교양	교양	전학년	교양필수	0005068002	비판적사고력연습	A Practical Introduction to Critical Thinking	최병일	제12호관 컨벤션센터-506 강의실(소)-3[SM506]	 [SM506:화(5B-6)(7-8A)]	오프라인	offline class	3
1772	교양	교양	전학년	교양필수	0005068003	비판적사고력연습	A Practical Introduction to Critical Thinking	최병일	제12호관 컨벤션센터-506 강의실(소)-3[SM506]	 [SM506:화(야1)(야2)(야3)]	오프라인	offline class	3
1773	교양	교양	전학년	교양필수	0005071001	현대사회와여성	Modern Society and Female	양동숙	제12호관 컨벤션센터-107 강의실[SM107]	 [SM107:월(1-2A)(2B-3)]	오프라인	offline class	3
1774	교양	교양	전학년	교양필수	0005071002	현대사회와여성	Modern Society and Female	양동숙	제12호관 컨벤션센터-101 용정강의실[SM101]	 [SM101:월(5B-6)(7-8A)]	오프라인	offline class	3
1775	교양	교양	전학년	교양필수	0005077001	국제정세의이해	Understanding International Affairs	송윤진	제15호관 인문대학-211 토론식강의실1[SP211]	 [SP211:수(7-8A)(8B-9)]	오프라인	offline class	3
1776	교양	교양	전학년	교양필수	0005077002	국제정세의이해	Understanding International Affairs	송윤진	제15호관 인문대학-211 토론식강의실1[SP211]	 [SP211:수(야1-2A)(야2B-3)]	오프라인	offline class	3
1777	교양	교양	전학년	교양필수	0005103001	기업가정신	Entrepreneurship	창업지원단	제9호관 공동실험실습관-509 세미나실[SJ509]	 [SJ509:금(야1)(야2)]	온라인(동영상)	online class	1
1778	교양	교양	전학년	교양필수	0005414001	초급영어글쓰기	Basic English Writing	김혜경	제12호관 컨벤션센터-405 영어랩실[SM405]	 [SM405:수(4)(5)]	오프라인	offline class	2
1779	교양	교양	전학년	교양필수	0006403001	창의적사고와문제해결	Creative Thinking and Problem Solving	양태연	제12호관 컨벤션센터-304 토론식강의실2[SM304]	 [SM304:월(5B-6)(7-8A)]	오프라인	offline class	3
1780	교양	교양	전학년	교양필수	0006433001	현대사회와빅데이터	The Modern Society and Big Data Analysis	양태연	제12호관 컨벤션센터-302 스마트강의실1[SM302]	 [SM302:화(5B-6)(7-8A)]	오프라인	offline class	3
1781	교양	교양	전학년	교양필수	0006433002	현대사회와빅데이터	The Modern Society and Big Data Analysis	양태연	제12호관 컨벤션센터-302 스마트강의실1[SM302]	 [SM302:수(5B-6)(7-8A)]	오프라인	offline class	3
1782	교양	교양	전학년	교양필수	0006433003	현대사회와빅데이터	The Modern Society and Big Data Analysis	양태연	제12호관 컨벤션센터-302 스마트강의실1[SM302]	 [SM302:수(야1)(야2)(야3)]	오프라인	offline class	3
1783	교양	교양	전학년	교양필수	0006989001	혁신과창업	Innovation & Start-ups	주현태	제9호관 공동실험실습관-509 세미나실[SJ509]	" [SJ509:화(7-8A),수(2B-3)]"	오프라인	offline class	3
1784	교양	교양	전학년	교양필수	0007005001	자기표현과의사소통	Self-expression and Communication	이현정	제12호관 컨벤션센터-203 계단강의실(소)[SM203]	 [SM203:목(7-8A)(8B-9)]	오프라인	offline class	3
1785	교양	교양	전학년	교양필수	0007005002	자기표현과의사소통	Self-expression and Communication	이현정	제12호관 컨벤션센터-203 계단강의실(소)[SM203]	 [SM203:목(야1)(야2)(야3)]	오프라인	offline class	3
1786	교양	교양	전학년	교양필수	0007357001	인문으로수학읽기	Understanding Mathematics with Humanities	정유정	제5호관 자연과학대학·생명과학기술대학-102 통계처리실[SF102]	 [SF102:목(5B-6)(7-8A)]	오프라인	offline class	3
1787	교양	교양	전학년	교양필수	0007369001	알기쉬운통계원리	An Easy Statistics Theory	최원	제5호관 자연과학대학·생명과학기술대학-103 수학과시청각실[SF103]	" [SF103:화(2B-3),목(5B-6)]"	오프라인	offline class	3
1788	교양	교양	전학년	교양필수	0008590001	스타트업소셜벤처	Startup Social venture	창업지원단	제9호관 공동실험실습관-509 세미나실[SJ509]	 [SJ509:화(1-2A)(2B-3)]	온라인(동영상+화상)+오프라인	online + offline class	3
1789	교양	교양	전학년	교양필수	0009073001	경제현상과소통전략	Economic Behavior and Strategic Communication	안호림	제12호관 컨벤션센터-303 계단강의실(소)[SM303]	 [SM303:목(5)(6)(7)]	오프라인	offline class	3
1790	교양	교양	전학년	교양필수	0009081001	Introductory College Writing	Introductory College Writing	피터 래버	제12호관 컨벤션센터-203 계단강의실(소)[SM203]	 [SM203:화(6)(7)(8)]	오프라인	offline class	3
1791	교양	교양	전학년	교양필수	0009082001	Intermediate College Writing	Intermediate College Writing	피터 래버	제12호관 컨벤션센터-203 계단강의실(소)[SM203]	 [SM203:수(6)(7)(8)]	오프라인	offline class	3
1792	교양	교양	전학년	교양필수	0009326001	영화와자아탐색	Movies and Self reflection	유문무	제15호관 인문대학-212 토론식강의실2[SP212]	 [SP212:화(7)(8)(9)]	오프라인	offline class	3
1793	교양	교양	전학년	교양필수	0009331001	사회관계망의이해와탐구	Understanding and exploring social networks	유병국	제14호관 동북아경제·경영-309 컴퓨터실 [SO309]	" [SO309:월(7-8A),수(7-8A)]"	온라인(동영상+화상)	online class	3
1794	교양	교양	전학년	교양필수	0009334001	국제질서의변화와한국의대응	Korean Responses to Changing International Orders	송윤진	제15호관 인문대학-212 토론식강의실2[SP212]	 [SP212:월(1-2A)(2B-3)]	오프라인	offline class	3
1795	교양	교양	전학년	교양필수	0009338001	문제해결을위한파이썬	Python for Problem Solving	추교남	제12호관 컨벤션센터-305 스마트강의실2[SM305]	 [SM305:월(5B-6)(7-8A)]	오프라인	offline class	3
1796	교양	교양	전학년	교양필수	0009338002	문제해결을위한파이썬	Python for Problem Solving	이선아	제12호관 컨벤션센터-305 스마트강의실2[SM305]	 [SM305:목(2)(3)(4)]	오프라인	offline class	3
1797	교양	교양	전학년	교양필수	0009339001	모바일생활코딩	Mobile Coding Everybody	추교남	제12호관 컨벤션센터-305 스마트강의실2[SM305]	 [SM305:화(2B-3)(4-5A)]	오프라인	offline class	3
1798	교양	교양	전학년	교양필수	0010143001	대중영어말하기	English Public Speaking	김정옥	제12호관 컨벤션센터-407 강의실(소)-4[SM407]	 [SM407:화(3)(4)]	오프라인	offline class	2
1799	교양	교양	전학년	교양필수	0010144001	디자인씽킹과비즈라이팅	Design Thinking and Biz Writing	양근용	제15호관 인문대학-211 토론식강의실1[SP211]	 [SP211:화(7-8A)(8B-9)]	오프라인	offline class	3
1800	교양	교양	전학년	교양필수	0010145001	르네상스시대의서양인문학	The Western Humanities of Renaissance Period	이춘화	제12호관 컨벤션센터-401 영어랩실[SM401]	 [SM401:금(6)(7)]	오프라인	offline class	2
1801	교양	교양	전학년	교양필수	0010146001	취업을위한글쓰기와말하기	Writing and Speaking for Employment	이승윤	제12호관 컨벤션센터-301 토론식강의실1[SM301]	 [SM301:월(4)(5)(6)]	오프라인	offline class	3
1802	교양	교양	전학년	교양필수	0010147001	기초영어통번역연습	Basics for English Interpretation and Translation	남정현	제12호관 컨벤션센터-402 영어랩실[SM402]	 [SM402:목(6)(7)]	오프라인	offline class	2
1803	교양	교양	전학년	교양필수	0010351001	컴퓨터와정보활용	Computer and Information Literacy	이선아	제12호관 컨벤션센터-305 스마트강의실2[SM305]	 [SM305:목(6)(7)(8)]	오프라인	offline class	3
1804	교양	교양	전학년	교양필수	0010536001	동물과인간사회	Animals and Human society	이종구	제12호관 컨벤션센터-203 계단강의실(소)[SM203]	" [SM203:화(2B-3),목(5B-6)]"	온라인(동영상)+오프라인	online + offline class	3
1805	교양	교양	전학년	교양필수	0010634001	인간안보와글로벌거버넌스	Human Security and Global Governance	이효원	제12호관 컨벤션센터-406 강의실(소)-3[SM406]	" [SM406:화(7-8A),수(7-8A)]"	오프라인	offline class	3
1806	교양	교양	전학년	교양필수	0010641001	지역사회와사회공헌	Community and social contribution	손지유	가상건물-200 온라인강의실[ZZ200]	 [ZZ200:월(6)(7)]	온라인(동영상+화상)+오프라인	online + offline class	1
1807	교양	교양	전학년	교양필수	0010641002	지역사회와사회공헌	Community and social contribution	손지유	가상건물-200 온라인강의실[ZZ200]	 [ZZ200:월(8)(9)]	온라인(동영상+화상)+오프라인	online + offline class	1
1808	교양	교양	전학년	교양필수	0010641003	지역사회와사회공헌	Community and social contribution	손지유	가상건물-200 온라인강의실[ZZ200]	 [ZZ200:수(2)(3)]	온라인(동영상+화상)+오프라인	online + offline class	1
1809	교양	교양	전학년	교양필수	0010641004	지역사회와사회공헌	Community and social contribution	손지유	가상건물-200 온라인강의실[ZZ200]	 [ZZ200:수(6)(7)]	온라인(동영상+화상)+오프라인	online + offline class	1
1810	교양	교양	전학년	교양필수	0010641005	지역사회와사회공헌	Community and social contribution	이지혜	가상건물-200 온라인강의실[ZZ200]	 [ZZ200:화(6)(7)]	온라인(동영상+화상)+오프라인	online + offline class	1
1811	교양	교양	전학년	교양필수	0010641006	지역사회와사회공헌	Community and social contribution	이지혜	가상건물-200 온라인강의실[ZZ200]	 [ZZ200:화(8)(9)]	온라인(동영상+화상)+오프라인	online + offline class	1
1812	교양	교양	전학년	교양필수	0010641007	지역사회와사회공헌	Community and social contribution	이지혜	가상건물-200 온라인강의실[ZZ200]	 [ZZ200:목(2)(3)]	온라인(동영상+화상)+오프라인	online + offline class	1
1813	교양	교양	전학년	교양필수	0010641008	지역사회와사회공헌	Community and social contribution	이지혜	가상건물-200 온라인강의실[ZZ200]	 [ZZ200:목(6)(7)]	온라인(동영상+화상)+오프라인	online + offline class	1
1814	교양	교양	전학년	교양필수	XAA8063001	인간관계와리더십	HUMAN RELATIONS AND LEADERSHIP	민양기	제15호관 인문대학-115 어학원강의실-2[SP115]	 [SP115:수(7-8A)(8B-9)]	오프라인	offline class	3
1815	교양	교양	전학년	교양필수	XAA8063002	인간관계와리더십	HUMAN RELATIONS AND LEADERSHIP	민양기	제15호관 인문대학-115 어학원강의실-2[SP115]	 [SP115:수(야1)(야2)(야3)]	오프라인	offline class	3
1816	교양	교양	전학년	교양필수	XAA8063003	인간관계와리더십	HUMAN RELATIONS AND LEADERSHIP	이윤식	제12호관 컨벤션센터-403 계단강의실(소)[SM403]	" [SM403:월(2B-3),수(5B-6)]"	온라인(동영상+화상)	online class	3
1817	교양	교양	전학년	교양필수	XAA8063004	인간관계와리더십	HUMAN RELATIONS AND LEADERSHIP	이윤식	제12호관 컨벤션센터-403 계단강의실(소)[SM403]	" [SM403:월(5B-6),수(2B-3)]"	온라인(동영상+화상)	online class	3
1818	교양	교양	전학년	교양선택	0002644001	미학의이해	INTRODUCTION TO AESTHETICS	유영모	제12호관 컨벤션센터-502 강의실(소)-5[SM502]	 [SM502:목(1-2A)(2B-3)]	오프라인	offline class	3
1819	교양	교양	전학년	교양선택	0002644002	미학의이해	INTRODUCTION TO AESTHETICS	유영모	제12호관 컨벤션센터-502 강의실(소)-5[SM502]	 [SM502:목(5B-6)(7-8A)]	오프라인	offline class	3
1820	교양	교양	전학년	교양선택	0002646001	인간과우주	MAN AND THE UNIVERSE	정연철	제12호관 컨벤션센터-504 강의실(소)-1[SM504]	 [SM504:금(7-8A)(8B-9)]	오프라인	offline class	3
1821	교양	교양	전학년	교양선택	0002646002	인간과우주	MAN AND THE UNIVERSE	정연철	제12호관 컨벤션센터-504 강의실(소)-1[SM504]	 [SM504:금(야1)(야2)(야3)]	오프라인	offline class	3
1822	교양	교양	전학년	교양선택	0002650001	현대정치의이해	INTRODUCTION TO CONTEMPORARY POLITICS	송윤진	제12호관 컨벤션센터-403 계단강의실(소)[SM403]	 [SM403:금(1-2A)(2B-3)]	오프라인	offline class	3
1823	교양	교양	전학년	교양선택	0002658001	토익스피킹	TOEIC SPEAKING	김가희	제12호관 컨벤션센터-405 영어랩실[SM405]	 [SM405:목(8)(9)]	오프라인	offline class	2
1824	교양	교양	전학년	교양선택	0002658002	토익스피킹	TOEIC SPEAKING	김가희	제12호관 컨벤션센터-405 영어랩실[SM405]	 [SM405:목(야1)(야2)]	오프라인	offline class	2
1825	교양	교양	전학년	교양선택	0002669001	일본어2	ADVANCED JAPANESE	전미주	제12호관 컨벤션센터-507 강의실(소)-4[SM507]	 [SM507:수(1-2A)(2B-3)]	오프라인	offline class	3
1826	교양	교양	전학년	교양선택	0002670001	중국어2	ADVANCED CHINESE	안성재	제12호관 컨벤션센터-504 강의실(소)-1[SM504]	 [SM504:금(4-5A)(5B-6)]	오프라인	offline class	3
1827	교양	교양	전학년	교양선택	0002880001	전쟁사	War History	임방순	제12호관 컨벤션센터-501 강의실(소)-6[SM501]	 [SM501:수(1-2A)(2B-3)]	오프라인	offline class	3
1828	교양	교양	전학년	교양선택	0003165001	무용과문화	DANCE AND CULTURE	김현숙	제12호관 컨벤션센터-108 계단강의실(소)-1[SM108]	 [SM108:월(7-8A)(8B-9)]	오프라인	offline class	3
1829	교양	교양	전학년	교양선택	0003165002	무용과문화	DANCE AND CULTURE	김현숙	제12호관 컨벤션센터-108 계단강의실(소)-1[SM108]	 [SM108:화(2B-3)(4-5A)]	오프라인	offline class	3
1830	교양	교양	전학년	교양선택	0003165003	무용과문화	DANCE AND CULTURE	김현숙	제12호관 컨벤션센터-108 계단강의실(소)-1[SM108]	 [SM108:수(2B-3)(4-5A)]	오프라인	offline class	3
1831	교양	교양	전학년	교양선택	0003165004	무용과문화	DANCE AND CULTURE	김현숙	제12호관 컨벤션센터-108 계단강의실(소)-1[SM108]	 [SM108:목(2B-3)(4-5A)]	오프라인	offline class	3
1832	교양	교양	전학년	교양선택	0003597001	SPORTS CLIMBING	SPORTS CLIMBING	김인경	제12호관 컨벤션센터-407 강의실(소)-4[SM407]	 [SM407:화(7)(8)]	오프라인	offline class	1
1833	교양	교양	전학년	교양선택	0003598001	GOLF	GOLF	한상철	제20호관 스포츠센터-211 골프타석[SU211]	 [SU211:화(8)(9)]	온라인(동영상)+오프라인	online + offline class	1
1834	교양	교양	전학년	교양선택	0003598002	GOLF	GOLF	한상철	제20호관 스포츠센터-120 골프타석[SU120]	 [SU120:목(6)(7)]	온라인(동영상)+오프라인	online + offline class	1
1835	교양	교양	전학년	교양선택	0003598003	GOLF	GOLF	홍진배	제20호관 스포츠센터-211 골프타석[SU211]	 [SU211:수(6)(7)]	온라인(동영상+화상)+오프라인	online + offline class	1
1836	교양	교양	전학년	교양선택	0003599001	TENNIS	TENNIS	이세원	테니스장 관리동-101 테니스장[ZB101]	 [ZB101:화(2)(3)]	오프라인	offline class	1
1837	교양	교양	전학년	교양선택	0003599002	TENNIS	TENNIS	윤기준	테니스장 관리동-101 테니스장[ZB101]	 [ZB101:목(6)(7)]	온라인(동영상+화상)+오프라인	online + offline class	1
1838	교양	교양	전학년	교양선택	0003599003	TENNIS	TENNIS	변경호	테니스장 관리동-101 테니스장[ZB101]	 [ZB101:월(7)(8)]	온라인(동영상+화상)+오프라인	online + offline class	1
1839	교양	교양	전학년	교양선택	0004327001	물의위기와환경	Water Crisis and Environment	이민수	제12호관 컨벤션센터-107 강의실[SM107]	 [SM107:금(2B-3)(4-5A)]	오프라인	offline class	3
1840	교양	교양	전학년	교양선택	0004327002	물의위기와환경	Water Crisis and Environment	이민수	제12호관 컨벤션센터-107 강의실[SM107]	 [SM107:금(7-8A)(8B-9)]	오프라인	offline class	3
1841	교양	교양	전학년	교양선택	0004330001	공공이슈와논쟁	Public Issues and Controversies	채드 앤더슨	제12호관 컨벤션센터-503 계단강의실(소)[SM503]	 [SM503:월(5B-6)(7-8A)]	오프라인	offline class	3
1842	교양	교양	전학년	교양선택	0004339001	사회과학고전읽기	Reading Social Sience Classics	조형진	제12호관 컨벤션센터-108 계단강의실(소)-1[SM108]	 [SM108:수(5B-6)(7-8A)]	오프라인	offline class	3
1843	교양	교양	전학년	교양선택	0004342001	이슬람세계의이해	Understanding of Islam World	유왕종	제12호관 컨벤션센터-501 강의실(소)-6[SM501]	 [SM501:화(2B-3)(4-5A)]	오프라인	offline class	3
1844	교양	교양	전학년	교양선택	0004342002	이슬람세계의이해	Understanding of Islam World	유왕종	제12호관 컨벤션센터-501 강의실(소)-6[SM501]	 [SM501:화(7-8A)(8B-9)]	오프라인	offline class	3
1845	교양	교양	전학년	교양선택	0004344001	한국사회의사회과학적이해	Social Scientific Understanding of Korean Society	유문무	제12호관 컨벤션센터-405 영어랩실[SM405]	 [SM405:화(2B-3)(4-5A)]	오프라인	offline class	3
1846	교양	교양	전학년	교양선택	0004345001	근현대문학거장과의만남	Meeting with Great Artists of Modern and Contemporary Literature	김계영	제12호관 컨벤션센터-502 강의실(소)-5[SM502]	 [SM502:월(5B-6)(7-8A)]	오프라인	offline class	3
1847	교양	교양	전학년	교양선택	0004345002	근현대문학거장과의만남	Meeting with Great Artists of Modern and Contemporary Literature	김계영	제12호관 컨벤션센터-502 강의실(소)-5[SM502]	 [SM502:월(야1)(야2)(야3)]	오프라인	offline class	3
1848	교양	교양	전학년	교양선택	0004439001	시사영어	Current English	김가희	제12호관 컨벤션센터-405 영어랩실[SM405]	 [SM405:목(4)(5)]	오프라인	offline class	2
1849	교양	교양	전학년	교양선택	0004618001	일본학개론	An Introduction to Japanology	배관문	제12호관 컨벤션센터-505 강의실(소)-2[SM505]	 [SM505:목(7-8A)(8B-9)]	온라인(화상)	online class	3
1850	교양	교양	전학년	교양선택	0005069001	영화속바이러스의이해	Understanding Virology in Films	예정용	제12호관 컨벤션센터-105 하곡강의실[SM105]	 [SM105:수(2B-3)(4-5A)]	온라인(동영상+화상)	online class	3
1851	교양	교양	전학년	교양선택	0005070001	OTL론	On OTL	서진완	제12호관 컨벤션센터-108 계단강의실(소)-1[SM108]	 [SM108:화(5B-6)(7-8A)]	온라인(화상)+오프라인	online + offline class	3
1852	교양	교양	전학년	교양선택	0005075001	법과문학	Law and Literature	김영진	제15호관 인문대학-201 강의실(대)-계단식[SP201]	 [SP201:월(1-2A)(2B-3)]	온라인(동영상+화상)	online class	3
1853	교양	교양	전학년	교양선택	0005076001	법과경제생활	Law and Economic Life	문상일	제12호관 컨벤션센터-103 계단강의실(대)-2[SM103]	 [SM103:수(5B-6)(7-8A)]	온라인(동영상+화상)	online class	3
1854	교양	교양	전학년	교양선택	0005080001	힐링댄스	Healing Dance	임명주	제20호관 스포츠센터-205 무도장[SU205]	 [SU205:화(5)(6)]	온라인(동영상+화상)+오프라인	online + offline class	1
1855	교양	교양	전학년	교양선택	0005080002	힐링댄스	Healing Dance	임명주	제20호관 스포츠센터-205 무도장[SU205]	 [SU205:화(7)(8)]	온라인(동영상+화상)+오프라인	online + offline class	1
1856	교양	교양	전학년	교양선택	0005080003	힐링댄스	Healing Dance	임명주	제20호관 스포츠센터-205 무도장[SU205]	 [SU205:수(2)(3)]	온라인(동영상+화상)+오프라인	online + offline class	1
1857	교양	교양	전학년	교양선택	0005093001	결혼과가족	Marriage and the Family	윤명길	제12호관 컨벤션센터-505 강의실(소)-2[SM505]	 [SM505:화(7-8A)(8B-9)]	오프라인	offline class	3
1858	교양	교양	전학년	교양선택	0005413001	현대사회와인성	Modern Society and Human Nature	김승욱	제12호관 컨벤션센터-407 강의실(소)-4[SM407]	 [SM407:금(2B-3)(4-5A)]	오프라인	offline class	3
1859	교양	교양	전학년	교양선택	0005413002	현대사회와인성	Modern Society and Human Nature	김승욱	제12호관 컨벤션센터-501 강의실(소)-6[SM501]	 [SM501:금(7-8A)(8B-9)]	오프라인	offline class	3
1860	교양	교양	전학년	교양선택	0005417001	예술과친구하기	Being A Friend With Art	이계원	-	-	온라인(동영상)	online class	2
1861	교양	교양	전학년	교양선택	0006109001	대중매체속바이오테크놀로지	Biotechnology in mass media	예정용	-	-	온라인(동영상+화상)	online class	2
1862	교양	교양	전학년	교양선택	0006123001	비즈니스일본어	Business Japanese	신은진	제12호관 컨벤션센터-404 영어랩실[SM404]	 [SM404:목(7-8A)(8B-9)]	오프라인	offline class	3
1863	교양	교양	전학년	교양선택	0006404001	한국문화의뉴웨이브	New Waves of Korean Culture	장영은	제12호관 컨벤션센터-503 계단강의실(소)[SM503]	 [SM503:화(7-8A)(8B-9)]	온라인(동영상+화상)	online class	3
1864	교양	교양	전학년	교양선택	0006404002	한국문화의뉴웨이브	New Waves of Korean Culture	장영은	제12호관 컨벤션센터-503 계단강의실(소)[SM503]	 [SM503:목(7-8A)(8B-9)]	온라인(동영상+화상)	online class	3
1865	교양	교양	전학년	교양선택	0006409001	독일어권사회와문화	Society and Culture in German Speaking Countries	최은녕	제12호관 컨벤션센터-505 강의실(소)-2[SM505]	 [SM505:화(4-5A)(5B-6)]	오프라인	offline class	3
1866	교양	교양	전학년	교양선택	0006420001	지식재산권의이해	Understanding of Intellectual Property Rights	김종범	제12호관 컨벤션센터-403 계단강의실(소)[SM403]	 [SM403:화(5B-6)(7-8A)]	오프라인	offline class	3
1867	교양	교양	전학년	교양선택	0006988001	카지노와경영	Introduction to Casino Management	송수정	제12호관 컨벤션센터-406 강의실(소)-3[SM406]	 [SM406:수(2B-3)(4-5A)]	오프라인	offline class	3
1868	교양	교양	전학년	교양선택	0006992001	동양의지혜와윤리	The Wisdom and Ethics of the Orient	정은주	제12호관 컨벤션센터-205 강의실(소)-2[SM205]	 [SM205:수(2B-3)(4-5A)]	온라인(동영상)+오프라인	online + offline class	3
1869	교양	교양	전학년	교양선택	0006992002	동양의지혜와윤리	The Wisdom and Ethics of the Orient	정은주	제12호관 컨벤션센터-205 강의실(소)-2[SM205]	 [SM205:수(7-8A)(8B-9)]	온라인(동영상)+오프라인	online + offline class	3
1870	교양	교양	전학년	교양선택	0006993001	서양의지혜와윤리	The Wisdom and Ethics of the West	송대현	제12호관 컨벤션센터-502 강의실(소)-5[SM502]	 [SM502:수(7-8A)(8B-9)]	온라인(동영상+화상)	online class	3
1871	교양	교양	전학년	교양선택	0006993002	서양의지혜와윤리	The Wisdom and Ethics of the West	송대현	제12호관 컨벤션센터-501 강의실(소)-6[SM501]	 [SM501:목(야1)(야2)(야3)]	온라인(동영상+화상)	online class	3
1872	교양	교양	전학년	교양선택	0006994001	인성교육으로읽는소학	"""Sohak"" Reading in Terms of Personality Education "	윤세원	제12호관 컨벤션센터-107 강의실[SM107]	 [SM107:목(1-2A)(2B-3)]	온라인(동영상)+오프라인	online + offline class	3
1873	교양	교양	전학년	교양선택	0006998001	(이공계를위한)중국과학기술의10가지기적	The Ten Miracles of China’s science and technology (for the Students of Natural Science and Engineering Colleges)	이정희	제12호관 컨벤션센터-505 강의실(소)-2[SM505]	 [SM505:금(1-2A)(2B-3)]	온라인(화상)+오프라인	online + offline class	3
1874	교양	교양	전학년	교양선택	0007001001	미래사회이해와미래예측	Understanding Futures and Futures Forecasting	신창운	제12호관 컨벤션센터-501 강의실(소)-6[SM501]	 [SM501:목(1-2A)(2B-3)]	오프라인	offline class	3
1875	교양	교양	전학년	교양선택	0007001002	미래사회이해와미래예측	Understanding Futures and Futures Forecasting	신창운	제12호관 컨벤션센터-501 강의실(소)-6[SM501]	 [SM501:목(5B-6)(7-8A)]	오프라인	offline class	3
1876	교양	교양	전학년	교양선택	0007030001	인천의역사지형탐색	Research on the Historical topography of Incheon	이상의	제12호관 컨벤션센터-303 계단강의실(소)[SM303]	 [SM303:화(5B-6)(7-8A)]	온라인(화상)	online class	3
1877	교양	교양	전학년	교양선택	0007030002	인천의역사지형탐색	Research on the Historical topography of Incheon	박진한	제12호관 컨벤션센터-107 강의실[SM107]	 [SM107:수(7)(8)(9)]	온라인(동영상)	online class	3
1878	교양	교양	전학년	교양선택	0007356001	공간과사회	Space and Society	손승호	제12호관 컨벤션센터-504 강의실(소)-1[SM504]	 [SM504:월(4-5A)(5B-6)]	오프라인	offline class	3
1879	교양	교양	전학년	교양선택	0007360001	문화예술로배우는생명의기원	Understanding the Origin of life with Culture and Art	예정용	제12호관 컨벤션센터-103 계단강의실(대)-2[SM103]	 [SM103:목(2B-3)(4-5A)]	온라인(동영상+화상)	online class	3
1880	교양	교양	전학년	교양선택	0007363001	한자와중국어	Chinese character and the Chinese language	안성재	제15호관 인문대학-201 강의실(대)-계단식[SP201]	 [SP201:월(4-5A)(5B-6)]	온라인(동영상+화상)	online class	3
1881	교양	교양	전학년	교양선택	0007366001	배움특강	Special Lecture Series	학생취업처	제15호관 인문대학-201 강의실(대)-계단식[SP201]	 [SP201:수(8)(9)]	온라인(동영상+화상)	online class	2
1882	교양	교양	전학년	교양선택	0007399001	근현대세계와한국사	Modern and Contemporary the World and Korea History	이상의	제12호관 컨벤션센터-303 계단강의실(소)[SM303]	 [SM303:월(5B-6)(7-8A)]	온라인(화상)	online class	3
1883	교양	교양	전학년	교양선택	0007399002	근현대세계와한국사	Modern and Contemporary the World and Korea History	황묘희	제12호관 컨벤션센터-105 하곡강의실[SM105]	 [SM105:월(7-8A)(8B-9)]	오프라인	offline class	3
